"ITEM_ID","IMPRESSION","EVENT_TYPE","USER_ID","TIMESTAMP"
"emotions/fear/img_20230423-151902_7h.jpeg","emotions/fear/img_20230423-151902_7h.jpeg","click","0015",1682868449
"emotions/fear/img_20230423-151902_8h.jpeg","emotions/fear/img_20230423-151902_8h.jpeg","click","0015",1682868450
"emotions/fear/img_20230423-130046_3h.jpeg","emotions/fear/img_20230423-130046_3h.jpeg","click","0015",1682868451
"emotions/fear/img_20230423-151902_12h.jpeg","emotions/fear/img_20230423-151902_12h.jpeg","click","0015",1682868452
"emotions/fear/img_20230423-130046_24h.jpeg","emotions/fear/img_20230423-130046_24h.jpeg","click","0015",1682868453
"emotions/fear/img_20230423-151902_3h.jpeg","emotions/fear/img_20230423-151902_3h.jpeg","click","0015",1682868454
"emotions/fear/img_20230423-130046_10h.jpeg","emotions/fear/img_20230423-130046_10h.jpeg","click","0015",1682868455
"emotions/fear/img_20230423-151902_4h.jpeg","emotions/fear/img_20230423-151902_4h.jpeg","click","0015",1682868456
"emotions/sad/img_20230423-130920_13h.jpeg","emotions/sad/img_20230423-130920_13h.jpeg","click","0015",1682868457
"emotions/sad/img_20230423-130920_49h.jpeg","emotions/sad/img_20230423-130920_49h.jpeg","click","0015",1682868458
"emotions/sad/img_20230423-153925_0h.jpeg","emotions/sad/img_20230423-153925_0h.jpeg","click","0015",1682868459
"emotions/sad/img_20230423-130920_14h.jpeg","emotions/sad/img_20230423-130920_14h.jpeg","click","0015",1682868460
"emotions/sad/img_20230423-130920_47h.jpeg","emotions/sad/img_20230423-130920_47h.jpeg","click","0015",1682868461
"emotions/sad/img_20230423-130920_15h.jpeg","emotions/sad/img_20230423-130920_15h.jpeg","click","0015",1682868462
"emotions/sad/img_20230423-130920_21h.jpeg","emotions/sad/img_20230423-130920_21h.jpeg","click","0015",1682868463
"emotions/sad/img_20230423-130920_36h.jpeg","emotions/sad/img_20230423-130920_36h.jpeg","click","0015",1682868464
"emotions/sad/img_20230423-130920_37h.jpeg","emotions/sad/img_20230423-130920_37h.jpeg","click","0015",1682868465
"emotions/sad/img_20230423-130920_3h.jpeg","emotions/sad/img_20230423-130920_3h.jpeg","click","0015",1682868466
"emotions/sad/img_20230423-130920_45h.jpeg","emotions/sad/img_20230423-130920_45h.jpeg","click","0015",1682868467
"emotions/sad/img_20230423-153925_2h.jpeg","emotions/sad/img_20230423-153925_2h.jpeg","click","0015",1682868468
"emotions/sad/img_20230423-130920_16h.jpeg","emotions/sad/img_20230423-130920_16h.jpeg","click","0015",1682868469
"emotions/sad/img_20230423-130920_8h.jpeg","emotions/sad/img_20230423-130920_8h.jpeg","click","0015",1682868470
"emotions/sad/img_20230423-130920_9h.jpeg","emotions/sad/img_20230423-130920_9h.jpeg","click","0015",1682868471
"emotions/sad/img_20230423-130920_28h.jpeg","emotions/sad/img_20230423-130920_28h.jpeg","click","0015",1682868472
"emotions/sad/img_20230423-130920_1h.jpeg","emotions/sad/img_20230423-130920_1h.jpeg","click","0015",1682868473
"emotions/sad/img_20230423-154138_1h.jpeg","emotions/sad/img_20230423-154138_1h.jpeg","click","0015",1682868474
"emotions/sad/img_20230423-130920_17h.jpeg","emotions/sad/img_20230423-130920_17h.jpeg","click","0015",1682868475
"emotions/sad/img_20230423-130920_27h.jpeg","emotions/sad/img_20230423-130920_27h.jpeg","click","0015",1682868476
"emotions/sad/img_20230423-130920_6h.jpeg","emotions/sad/img_20230423-130920_6h.jpeg","click","0015",1682868477
"emotions/sad/img_20230423-130920_33h.jpeg","emotions/sad/img_20230423-130920_33h.jpeg","click","0015",1682868478
"emotions/sad/img_20230423-130920_46h.jpeg","emotions/sad/img_20230423-130920_46h.jpeg","click","0015",1682868479
"emotions/sad/img_20230423-130920_19h.jpeg","emotions/sad/img_20230423-130920_19h.jpeg","click","0015",1682868480
"emotions/sad/img_20230423-130920_39h.jpeg","emotions/sad/img_20230423-130920_39h.jpeg","click","0015",1682868481
"emotions/sad/img_20230423-130920_2h.jpeg","emotions/sad/img_20230423-130920_2h.jpeg","click","0015",1682868482
"emotions/sad/img_20230423-130920_38h.jpeg","emotions/sad/img_20230423-130920_38h.jpeg","click","0015",1682868483
"emotions/sad/img_20230423-130920_26h.jpeg","emotions/sad/img_20230423-130920_26h.jpeg","click","0015",1682868484
"emotions/sad/img_20230423-130920_48h.jpeg","emotions/sad/img_20230423-130920_48h.jpeg","click","0015",1682868485
"emotions/sad/img_20230423-130920_35h.jpeg","emotions/sad/img_20230423-130920_35h.jpeg","click","0015",1682868486
"emotions/happy/img_20230423-101932_1h.jpeg","emotions/happy/img_20230423-130105_23h.jpeg|emotions/happy/img_20230423-101932_1h.jpeg|emotions/happy/img_20230423-142311_3h.jpeg","click","764ae92c-956d-4779-845e-fc17e0f94215",1682868903
"emotions/happy/img_20230423-150628_0h.jpeg","emotions/happy/img_20230423-142311_17h.jpeg|emotions/happy/img_20230423-150628_0h.jpeg|emotions/happy/img_20230423-130105_19h.jpeg","click","764ae92c-956d-4779-845e-fc17e0f94215",1682868906
"emotions/happy/img_20230423-144051_9h.jpeg","emotions/happy/img_20230423-144051_9h.jpeg|emotions/happy/img_20230423-144051_11h.jpeg|emotions/happy/img_20230423-130105_46h.jpeg","click","764ae92c-956d-4779-845e-fc17e0f94215",1682868909
"emotions/happy/img_20230423-144051_3h.jpeg","emotions/happy/img_20230423-144051_8h.jpeg|emotions/happy/img_20230423-144051_3h.jpeg|emotions/happy/img_20230423-144051_19h.jpeg","click","764ae92c-956d-4779-845e-fc17e0f94215",1682868911
"emotions/happy/img_20230423-142311_8h.jpeg","emotions/happy/img_20230423-142311_8h.jpeg|emotions/happy/img_20230423-130105_7h.jpeg|emotions/happy/img_20230423-130105_33h.jpeg","click","764ae92c-956d-4779-845e-fc17e0f94215",1682868914
"emotions/happy/img_20230423-142311_11h.jpeg","emotions/happy/img_20230423-102041_2h.jpeg|emotions/happy/img_20230423-142311_11h.jpeg|emotions/happy/img_20230423-142311_0h.jpeg","click","764ae92c-956d-4779-845e-fc17e0f94215",1682868917
"emotions/happy/img_20230423-130105_28h.jpeg","emotions/happy/img_20230423-130105_26h.jpeg|emotions/happy/img_20230423-130105_45h.jpeg|emotions/happy/img_20230423-130105_28h.jpeg","click","764ae92c-956d-4779-845e-fc17e0f94215",1682868920
